,users,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
2440,2440,,,,,,,8.656,8.812000000000001,,,,,8.812000000000001,,9.094,8.406,8.687999999999999,8.437999999999999,8.156,,8.719,9.0,8.75,8.25,8.406,8.625,,9.094,9.062000000000001,8.812000000000001,,9.031,9.0,9.062000000000001,9.062000000000001,9.281,8.344,8.344,8.219,9.0,9.187999999999999,9.0,,8.531,8.125,9.0,8.844,9.062000000000001,9.0,9.062000000000001,,,9.0,9.281,9.5,9.0,9.281,8.0,8.687999999999999,9.312000000000001,,9.0,8.781,9.281,9.062000000000001,9.062000000000001,8.594,9.062000000000001,8.531,8.719,8.906,9.062000000000001,,8.531,8.719,9.062000000000001,7.875,8.75,9.062000000000001,,,8.281,8.406,8.0,9.469,9.062000000000001,,9.469,8.406,9.062000000000001,,8.781,8.719,8.844,9.094,8.375,9.0,8.937999999999999,8.937999999999999,
2443,2443,,,,,,,-2.062,-1.281,,,,,-6.093999999999999,,3.406,-5.75,0.188,-0.281,1.0,,,-4.343999999999999,-4.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.688,,,,,,,,,,,,,,,,,,,,,,,,,-5.531000000000001,,,,,,,,,,,,,,,,,-4.343999999999999,,,,,
2446,2446,,,,,,,-8.594,-7.843999999999999,,,,,0.031,,-0.7190000000000001,1.156,1.4380000000000002,-3.25,0.062,,1.875,1.5,,-1.344,-1.531,1.406,,0.9690000000000001,3.469,-2.375,,1.906,-2.625,3.656,3.312,0.156,,2.594,2.719,3.5,,3.5,,,0.344,1.969,3.344,,,4.156000000000001,,,4.438,-1.469,,,,,,,,-2.281,,-0.625,,-3.75,,1.188,-0.9059999999999999,-3.156,-3.25,3.906,,0.312,-0.9059999999999999,1.3119999999999998,-1.844,-1.75,0.812,,,0.312,,0.688,1.156,0.6559999999999999,2.312,1.031,2.438,,,-4.25,0.21899999999999997,,,0.531,,,-1.219,
2447,2447,,,,,,,5.25,7.718999999999999,,,,,8.75,,-2.156,4.531000000000001,8.281,3.781,-4.562,,,,,,3.781,,,-5.156000000000001,6.406000000000001,-5.031000000000001,,-2.375,-6.718999999999999,-6.5,0.0,0.812,-6.5,1.188,1.188,-2.562,-4.062,,,-1.531,-0.875,-2.031,5.625,-4.468999999999999,9.281,,,,8.969,0.688,1.094,0.688,6.938,5.593999999999999,0.0,0.0,,,9.156,9.094,,,5.812,0.688,4.688,,,7.531000000000001,,,,8.656,2.188,1.125,,,,,2.188,,,,,,4.938,,,7.125,0.281,,,,-0.188,,3.188,
2448,2448,,,,,,,-7.468999999999999,-2.062,,,,,2.75,,-1.5,4.5,7.531000000000001,9.156,9.156,,-2.469,-7.0,8.562000000000001,,,-7.0,,,,4.062,,7.875,3.969,3.625,-0.188,,-1.719,0.312,-8.719,-3.906,-2.281,,,-2.156,-3.906,-3.906,-3.906,-8.719,,-1.719,,,,-3.906,,8.594,-2.125,,,,,-0.188,6.156000000000001,,,,-3.906,,,,,,,-3.906,-8.969,-0.21899999999999997,8.25,,,,,,,-8.656,6.593999999999999,,,9.437999999999999,-3.906,9.875,8.531,-0.188,-8.719,9.875,,-3.906,,1.0,,
2449,2449,,,,,,,-9.25,8.25,,,,,-3.875,,-6.625,-9.719,-8.937999999999999,-7.281000000000001,-5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.9380000000000002,,,,9.25,,-9.75,,,-8.281,4.375,5.281000000000001,,,,,,,,,9.406,7.468999999999999,-8.875,,,,,,,-9.875,-8.406,,,9.844,,,,-9.687999999999999,9.656,9.031,-9.469,,,7.531000000000001,,,,,,,,
2450,2450,,,,,,,8.875,9.281,,,,,9.187999999999999,,8.687999999999999,8.969,8.969,8.969,8.969,,,,8.844,,,,,,,,,9.156,,,,,,,8.719,,,,,,,,,,,,,,,,,,,8.906,,,,8.719,,,,,,,,,,,,9.156,8.719,,8.719,8.719,,,,8.719,,8.844,,,,9.156,,8.969,,8.719,,8.969,8.969,,,8.937999999999999,9.156,
2451,2451,,,,,,,-1.9380000000000002,-9.875,,,,,-9.875,,-9.531,0.469,-9.531,-8.5,-9.562000000000001,,,-9.406,,-9.687999999999999,-9.344,-9.125,,-9.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2452,2452,,,,,,,-3.938,2.25,,,,,3.062,,-5.156000000000001,-9.531,6.938,0.156,7.843999999999999,,,,,,,,,,7.438,-1.781,,,0.562,-3.594,-8.875,,3.875,3.812,,,,8.094,,8.125,8.219,7.25,,9.0,,,,,,,,,,,,-0.094,,,7.75,,,,,,,,,,,,,,,,,,,,,,,,,,-0.7809999999999999,,,,,,,,,,,
2453,2453,,,,,,,-5.343999999999999,-7.156000000000001,,,,,9.594,,4.062,7.843999999999999,9.719,9.812000000000001,3.562,,3.094,,-2.531,,,-4.0,,,,,,8.937999999999999,,,8.844,,-0.21899999999999997,6.875,4.688,8.406,-0.6559999999999999,-6.156000000000001,,-9.375,,,-6.5,9.937999999999999,,9.656,,,,6.406000000000001,-5.531000000000001,3.938,3.031,6.968999999999999,5.188,,,3.312,8.75,-3.094,,,-7.75,,,7.312,1.031,,,6.75,-5.593999999999999,5.438,7.656000000000001,,-6.75,,,,,-8.844,5.781000000000001,6.843999999999999,,,9.375,9.562000000000001,-6.312,9.437999999999999,6.343999999999999,5.593999999999999,6.688,1.4380000000000002,,9.406,-4.062,
2455,2455,,,,,,,3.562,6.75,,,,,3.812,,-6.75,-2.156,4.531000000000001,3.0,-1.3119999999999998,,-5.562,5.781000000000001,-9.437999999999999,-3.75,3.125,4.281000000000001,,4.031000000000001,2.969,4.562,,6.343999999999999,-8.219,5.062,2.844,9.219,5.281000000000001,8.75,3.375,9.312000000000001,9.25,5.062,,8.531,-3.094,4.312,8.25,5.0,8.656,9.031,,,4.218999999999999,5.812,-9.531,8.062000000000001,6.875,-2.656,3.594,9.937999999999999,,1.906,8.344,2.688,7.156000000000001,5.25,5.218999999999999,2.375,5.5,5.75,5.438,4.625,,4.5,-5.906000000000001,1.75,0.406,0.0,-6.438,,-3.875,4.188,-6.375,8.031,-7.188,4.593999999999999,1.031,-7.188,5.656000000000001,2.375,5.031000000000001,2.75,4.031000000000001,8.406,-4.031000000000001,3.281,4.656000000000001,-4.593999999999999,-3.781,
2457,2457,,,,,,,-3.781,-5.968999999999999,,,,,-4.156000000000001,,-4.25,2.031,1.75,-0.25,1.406,,5.593999999999999,,,-3.094,-0.25,5.375,,-2.844,-6.625,6.093999999999999,,5.531000000000001,5.438,5.812,8.375,8.437999999999999,-5.656000000000001,4.875,7.906000000000001,8.406,8.437999999999999,5.843999999999999,,8.406,3.5,,,6.938,7.031000000000001,9.406,,,0.375,-5.5,,1.906,,,,,,2.156,,,,3.938,-1.3119999999999998,-6.5,6.375,6.718999999999999,2.094,6.968999999999999,,2.594,-3.781,9.625,5.938,6.468999999999999,3.844,,,,,,,,6.093999999999999,5.093999999999999,-3.906,,6.375,7.0,3.531,6.531000000000001,,3.75,,8.625,3.0,
2459,2459,,,,,,,3.719,5.968999999999999,,,,,6.781000000000001,,6.938,-6.968999999999999,7.593999999999999,7.5,9.719,,,,,,,,,7.656000000000001,,,,,,,,,,,,,7.531000000000001,,,,5.156000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2460,2460,,,,,,,-9.844,-3.688,,,,,-9.437999999999999,,-9.531,-0.6559999999999999,-9.531,4.343999999999999,0.5,,,,,,,,,,,,,,,,,,,-1.0,,,,,,,,,,,,,,,,-9.719,1.031,-9.375,5.938,,1.3119999999999998,-9.437999999999999,,,,-9.75,,,-9.844,,,,,,,,,,,9.406,,,,,-9.437999999999999,,,,,,,,,,,,,,,,,
2462,2462,,,,,,,-3.594,-5.25,,,,,2.062,,2.875,-0.8440000000000001,-8.0,-5.0,2.219,,,,,,,,,,,,,,,,-2.125,,,,,,,,,,,,,-7.562,,,,,,,,,,,,,,-6.75,,,,-1.094,,-7.593999999999999,,-2.438,-9.312000000000001,,,,,,,,-5.906000000000001,,-8.156,-7.843999999999999,,,-7.906000000000001,3.25,,,-4.75,-9.437999999999999,,,,2.812,-3.719,,,-3.75,-8.031,
2465,2465,,,,,,,-1.6880000000000002,-3.5,,,,,-1.188,,-3.562,-0.625,3.281,0.43799999999999994,3.781,,,6.438,1.9380000000000002,0.21899999999999997,,7.188,,,,,,,,,4.843999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,3.344,,,,,,6.188,,,5.531000000000001,,,7.062,,,3.906,,,,
2467,2467,,,,,,,1.969,5.718999999999999,,,,,-0.125,,9.687999999999999,-10.0,-6.875,5.468999999999999,-6.312,,,,,,8.375,,,5.5,,-6.093999999999999,,,-7.812,,,,-6.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2468,2468,,,,,,,-7.0,2.844,,,,,3.531,,1.9380000000000002,-9.469,-5.625,-6.125,3.562,,,,-3.781,,4.562,,,,,,,,,,0.0,,,,-9.844,0.25,-7.843999999999999,9.437999999999999,,-9.156,,,0.0,,5.375,-9.5,,,-6.093999999999999,1.9380000000000002,-9.75,,-9.375,-8.312000000000001,-5.593999999999999,-6.968999999999999,,,-2.188,-5.5,,,-3.469,,,1.781,-7.25,,,-8.687999999999999,-1.25,-4.625,,3.719,-5.156000000000001,,,-4.75,,1.844,,,,,-1.875,,2.75,,,,1.25,,,,,
2469,2469,,,,,,,-7.0,-7.218999999999999,,,,,-4.875,,-6.75,-3.531,-6.968999999999999,-6.031000000000001,-5.968999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,-5.312,-5.406000000000001,-5.25,,,,,,,,-3.469,-3.469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2471,2471,,,,,,,-5.593999999999999,-5.593999999999999,,,,,2.969,,2.906,2.906,2.906,2.906,2.906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.906,2.906,,2.906,,,,,,,,,,1.9380000000000002,1.9380000000000002,
2472,2472,,,,,,,-4.562,2.281,,,,,1.75,,3.281,1.5619999999999998,-3.656,2.375,1.531,,-1.781,-2.938,,-3.75,,0.125,,-3.344,-1.0,-2.312,,,-4.625,,-3.281,-2.969,,,,,,,,,,,-1.031,,-5.218999999999999,4.438,,,0.6559999999999999,1.375,,-1.156,,,,,,-0.43799999999999994,,,-2.0,-0.21899999999999997,,-3.25,-3.531,,,-2.281,,,,-1.906,,,,,,,,,,,,,-1.906,,,,,,-3.188,,-1.219,,,
2473,2473,,,,,,,-8.687999999999999,1.719,,,,,0.375,,-9.969,-6.25,-0.8440000000000001,-3.656,-1.3119999999999998,,,,,,,,,,,,,,,-5.812,,,0.7809999999999999,,-2.812,-2.812,-4.968999999999999,-6.812,,-6.781000000000001,-3.281,,,,,,,,2.469,-7.343999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.094,,,,-2.75,,-1.281,,,,,,,,,,,
2474,2474,,,,,,,-4.843999999999999,-4.875,,,,,2.562,,-3.5,-4.968999999999999,-5.156000000000001,-6.625,-3.469,,,,,,,,,,,,,,,,,0.8440000000000001,,,,,,,,,,-4.188,,,-0.406,-2.719,,,,,,,-4.188,-5.562,-4.812,-5.5,,,,,,,,,,,,0.6559999999999999,,,-5.188,,,,-6.438,,,-5.968999999999999,,-6.125,,,0.125,,3.281,,-2.875,,-2.156,,,,,,,
2475,2475,,,,,,,-6.843999999999999,3.875,,,,,-3.844,,2.969,2.969,8.625,8.625,7.468999999999999,,8.812000000000001,9.562000000000001,7.843999999999999,9.094,9.219,8.812000000000001,,9.156,8.562000000000001,8.875,,7.875,9.312000000000001,8.875,9.219,8.375,9.062000000000001,9.531,9.156,9.219,9.375,9.344,,9.219,9.187999999999999,9.406,8.906,9.031,9.094,9.406,,,8.969,8.719,8.812000000000001,9.0,8.937999999999999,8.844,8.562000000000001,8.625,,9.312000000000001,9.969,9.844,8.625,8.531,8.562000000000001,8.75,8.719,9.531,9.031,9.187999999999999,,9.625,8.219,9.219,9.656,9.437999999999999,9.156,,8.906,9.719,8.625,8.344,8.969,8.687999999999999,9.594,9.75,9.375,6.656000000000001,6.875,9.281,8.406,9.594,9.437999999999999,8.594,8.719,7.656000000000001,8.781,
2476,2476,,,,,,,-4.812,-4.0,,,,,-7.281000000000001,,-6.188,1.0,3.562,-2.5,5.218999999999999,,1.4380000000000002,-4.093999999999999,4.906000000000001,4.218999999999999,4.093999999999999,1.4380000000000002,,4.031000000000001,2.25,-0.156,,6.438,-1.75,-3.094,7.875,2.719,-4.093999999999999,0.7809999999999999,-6.562,1.75,6.562,6.281000000000001,,-3.906,,-5.593999999999999,-9.875,6.093999999999999,6.688,3.906,,,4.312,,6.125,4.406000000000001,-5.031000000000001,-6.031000000000001,-7.343999999999999,5.125,,-5.593999999999999,6.688,6.688,8.031,4.375,6.125,3.938,5.593999999999999,3.781,0.875,3.781,,-1.219,3.594,4.781000000000001,-4.843999999999999,8.125,-2.562,,6.188,4.156000000000001,-4.875,3.719,-4.625,-1.125,4.688,-2.938,3.594,-1.844,-5.812,2.875,2.719,-5.062,1.5619999999999998,7.812,4.781000000000001,5.312,,
2477,2477,,,,,,,-1.5619999999999998,-3.469,,,,,-3.625,,-2.469,-5.406000000000001,-6.0,-4.25,-5.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.656000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.812,,,,-4.062,,,,,,,
2479,2479,,,,,,,-9.75,-0.406,,,,,-8.906,,-9.656,-9.781,-9.406,-9.719,-9.562000000000001,,,-9.375,,-9.687999999999999,-9.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2480,2480,,,,,,,-8.937999999999999,2.094,,,,,1.75,,-0.312,1.781,5.688,8.5,-1.625,,1.062,,,,,1.625,,1.406,-2.469,5.843999999999999,,-1.594,-2.469,2.438,1.656,,5.438,-1.875,,-3.938,1.906,-3.312,,1.156,-2.375,-1.906,,3.344,,,,,,,,,,,,-4.625,,,6.343999999999999,,,,,,,,,,,,,,4.062,,,,,,,,,,,,2.594,,3.219,,,,,,,,,
2481,2481,,,,,,,-6.906000000000001,-7.0,,,,,8.562000000000001,,-7.968999999999999,-8.25,-8.5,2.531,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.875,,,4.906000000000001,-1.906,,,,,-8.687999999999999,,6.75,-7.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2484,2484,,,,,,,-9.031,-8.781,,,,,4.656000000000001,,4.656000000000001,-1.8119999999999998,6.25,-1.125,2.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.438,4.156000000000001,,,4.938,,,,,-3.781,,,-1.281,,,,,,,,,,,,,,,,,,
2485,2485,,,,,,,1.5,-5.25,,,,,4.062,,-5.312,-6.312,1.219,8.0,7.312,,,,,,,,,,,,,,,,6.281000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.188,,,,,-0.5,,,,,,,,,-0.875,,,,,,,7.281000000000001,5.093999999999999,3.5,,7.812,7.125,2.906,,,,2.719,-2.438,,,,,
2486,2486,,,,,,,-1.8119999999999998,-2.219,,,,,-2.906,,-2.875,0.0,3.031,-0.094,0.156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.188,0.531,
2487,2487,,,,,,,-4.438,0.469,,,,,0.938,,-6.031000000000001,-6.468999999999999,-0.406,0.594,4.938,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.125,,,,,,,2.438,,,,,,,,,,,,,9.906,,,,,,3.094,,,,,,3.625,,,,,,,,,,,,,,,,,,,,,-5.062,
2488,2488,,,,,,,-8.656,-4.812,,,,,-0.344,,2.469,2.469,2.469,-3.156,2.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.812000000000001,,,,-3.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.875,,3.812,9.75,-3.75,,-3.719,9.75,,,,,,,,,,,
2489,2489,,,,,,,3.281,2.281,,,,,3.281,,-0.21899999999999997,2.281,5.312,-0.594,4.718999999999999,,7.938,3.156,1.719,2.062,3.469,4.062,,1.4380000000000002,,3.25,,5.843999999999999,3.438,3.594,6.438,,4.781000000000001,4.812,5.375,5.968999999999999,,,,,7.812,7.438,1.344,4.781000000000001,3.438,,,,5.625,3.406,7.25,,,-1.969,,,,4.531000000000001,1.469,,,,,8.594,6.968999999999999,,,7.906000000000001,,,,7.812,3.938,7.843999999999999,5.875,,,6.968999999999999,,6.093999999999999,,,,6.593999999999999,4.093999999999999,,,,5.031000000000001,3.031,3.656,4.0,5.688,4.156000000000001,3.75,
2490,2490,,,,,,,-5.156000000000001,-3.719,,,,,-9.031,,-8.375,-2.531,-0.688,-1.156,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,3.281,-6.093999999999999,-8.594,,4.812,1.3119999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2491,2491,,,,,,,-8.469,9.094,,,,,7.906000000000001,,-2.562,-6.593999999999999,9.937999999999999,4.25,-0.031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.781,,-9.312000000000001,-5.562,-6.843999999999999,-5.656000000000001,4.031000000000001,,,,,,,,,,,,-3.406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2492,2492,,,,,,,-7.343999999999999,-6.312,,,,,-5.875,,-2.219,-6.843999999999999,-5.218999999999999,-1.25,0.156,,,,,,,,,,0.062,,,,,,6.5,,,,,,,,,,,,,,,,,,2.094,-1.344,,,-0.9690000000000001,,1.344,1.375,,2.781,7.406000000000001,1.625,,,3.312,,,3.531,-3.656,1.188,,0.812,-1.25,,,-1.406,-4.062,,,,,,,,,,6.062,,,,,,1.719,,0.281,,,
2495,2495,,,,,,,-9.906,-2.656,,,,,-6.843999999999999,,6.093999999999999,9.937999999999999,9.937999999999999,9.906,4.562,,,,,,,9.906,,,,,,-3.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.969,,,,,,,,,9.937999999999999,9.969,,,,,,-4.218999999999999,4.375,,0.43799999999999994,-9.875,2.5,,,,,9.969,-9.875,,,,,,,,
2496,2496,,,,,,,3.062,3.062,,,,,-9.687999999999999,,-4.062,-6.5,5.375,2.031,-7.312,,,,,,-9.031,3.281,,,-8.687999999999999,,,,,2.875,,,,,1.156,,3.5,5.25,,-8.406,,,,,-8.312000000000001,-8.312000000000001,,,4.5,,,-8.187999999999999,,,,,,-4.156000000000001,,,4.906000000000001,,-9.219,,-3.25,-8.375,,6.125,,,,5.812,-8.75,,,,,,,,,,,-4.375,2.812,-6.031000000000001,,,,,,2.125,,-7.562,,
2497,2497,,,,,,,3.812,-5.562,,,,,3.5,,3.812,-0.875,3.688,1.625,7.156000000000001,,1.5619999999999998,-2.156,-1.9380000000000002,0.688,,,,2.406,,-0.5,,0.094,2.219,,-0.25,,-5.812,-0.375,,0.25,,0.094,,,-7.031000000000001,0.094,,,,-0.25,,,-0.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.188,,,,,,3.0,,0.43799999999999994,0.25,,,,,,-4.718999999999999,,
2498,2498,,,,,,,-3.875,5.375,,,,,-6.312,,-0.156,5.375,-6.562,-5.968999999999999,6.593999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.593999999999999,,,,,9.125,,-7.156000000000001,,,,,7.531000000000001,,,,,5.906000000000001,-0.688,,,,,,,,,,-0.469,,,,,,,,,,,,,,,
2500,2500,,,,,,,-5.0,-5.906000000000001,,,,,0.43799999999999994,,1.875,1.656,-5.062,4.968999999999999,2.688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.938,,2.844,,5.188,,,,4.843999999999999,,,,,,
2501,2501,,,,,,,-2.0,9.906,,,,,7.156000000000001,,4.843999999999999,4.843999999999999,9.812000000000001,-9.937999999999999,-9.875,,,,,,,,,,,,,,,,-7.312,,,-8.469,,,,,,,,,,,,9.969,,,,,,,,,,,,,,,,,,-9.937999999999999,,,,9.625,,,,,,,,,,,,,,,,,-9.594,,,,,,,,,,,
2503,2503,,,,,,,-6.188,-5.781000000000001,,,,,-10.0,,-9.906,-9.812000000000001,-9.812000000000001,-9.719,-9.781,,,7.812,,,,,,,,,,,,,-9.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2505,2505,,,,,,,-0.21899999999999997,-7.25,,,,,-5.125,,-5.906000000000001,-1.875,0.125,0.094,0.562,,1.219,,3.688,0.0,,3.219,,1.656,,,,4.188,,-0.43799999999999994,7.406000000000001,-5.688,,,2.344,,,,,,,,2.812,7.031000000000001,,6.843999999999999,,,7.718999999999999,8.594,,5.781000000000001,,,,,,,,,0.594,6.343999999999999,,5.875,,,,,,,,5.468999999999999,2.688,,,,,-3.938,2.562,1.875,-0.344,0.344,6.625,,4.156000000000001,1.719,-1.25,-6.562,,5.688,2.25,3.688,3.969,,5.281000000000001,
2506,2506,,,,,,,-7.312,-3.906,,,,,-3.562,,-1.156,-1.156,0.406,-0.6559999999999999,-0.375,,,,,,,,,,,,,,,,8.531,,,,,,,,,,,,,,,2.188,,,,2.719,,,,,,-0.312,,,,-0.312,,,-0.875,,,2.406,-4.25,,,,,,,,,,-4.281000000000001,,,,-8.656,2.188,8.125,,5.593999999999999,-5.218999999999999,,,,-8.906,,,,,6.5,
2507,2507,,,,,,,4.75,1.5619999999999998,,,,,2.938,,5.468999999999999,-5.343999999999999,8.656,6.0,8.781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.844,,,,,,,,,,,,,8.844,,,,,,,,,
2508,2508,,,,,,,-9.562000000000001,-10.0,,,,,-9.875,,-9.906,-9.906,1.656,-9.875,0.21899999999999997,,,-9.344,,,,,,,,,,-9.5,,,-2.781,-9.531,,,,,,,,,,,,,,-9.5,,,,,,,,,,,,,,,-9.187999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.781,-9.25,,,,,,,
2509,2509,,,,,,,-0.344,3.969,,,,,-2.375,,7.438,-9.219,9.781,-9.594,9.969,,8.625,9.844,9.906,-9.812000000000001,10.0,10.0,,9.969,10.0,-0.938,,10.0,-1.5,0.281,10.0,9.844,9.625,-9.812000000000001,9.781,9.937999999999999,7.156000000000001,10.0,,-5.75,9.875,9.875,-9.812000000000001,9.719,9.937999999999999,9.969,,,9.719,-7.812,-9.187999999999999,9.969,-9.844,9.969,9.875,-9.75,,-9.719,9.906,10.0,9.969,9.937999999999999,-9.594,10.0,9.969,-9.562000000000001,9.937999999999999,9.906,,10.0,-9.812000000000001,9.75,9.937999999999999,9.812000000000001,9.906,,10.0,9.875,9.719,9.75,9.906,9.687999999999999,9.969,3.531,10.0,8.781,9.844,9.969,-9.969,2.281,7.218999999999999,9.937999999999999,-4.093999999999999,2.094,9.937999999999999,
2510,2510,,,,,,,-6.875,2.438,,,,,-7.218999999999999,,9.781,-9.312000000000001,9.687999999999999,-9.375,9.0,,,,,,,,,,,7.156000000000001,,,-9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2511,2511,,,,,,,-8.812000000000001,9.969,,,,,-6.281000000000001,,-6.406000000000001,-7.968999999999999,9.469,8.781,9.969,,-8.781,9.937999999999999,9.875,,5.468999999999999,9.969,,,9.969,,,8.312000000000001,7.812,9.812000000000001,10.0,9.844,-0.6559999999999999,10.0,9.781,7.0,-3.938,8.344,,8.344,9.937999999999999,,9.969,,,9.937999999999999,,,10.0,,10.0,10.0,9.906,10.0,10.0,-2.75,,,,,,4.343999999999999,,,10.0,,,9.906,,,,,9.812000000000001,,,,,,9.812000000000001,10.0,,,,,8.062000000000001,,9.625,9.969,9.562000000000001,,,,,6.156000000000001,,
2512,2512,,,,,,,-8.812000000000001,-6.625,,,,,0.0,,-3.0,-3.531,-5.188,-7.031000000000001,-1.344,,2.312,-1.656,1.719,-2.188,4.375,2.469,,-2.812,0.062,1.4380000000000002,,3.719,1.719,1.25,3.844,4.375,-2.969,1.969,-0.344,1.625,1.25,0.094,,0.6559999999999999,4.218999999999999,1.3119999999999998,4.031000000000001,-4.468999999999999,4.5,3.219,,,1.594,4.938,1.5619999999999998,-1.5619999999999998,0.531,0.312,0.312,-1.469,,1.906,2.031,-1.75,-1.906,-2.844,-3.125,1.0,0.21899999999999997,-2.312,-2.312,1.969,,-2.875,-0.21899999999999997,2.5,2.25,2.625,-2.312,,-3.906,1.156,1.219,2.188,-0.21899999999999997,-2.0,3.719,2.875,3.219,2.25,5.75,2.094,2.531,-0.9690000000000001,2.0,2.125,3.594,1.6880000000000002,0.7809999999999999,
2513,2513,,,,,,,-5.812,-7.438,,,,,-7.468999999999999,,-7.438,-7.625,-7.656000000000001,-7.406000000000001,-7.343999999999999,,,,-6.718999999999999,-7.218999999999999,,-4.875,,-5.218999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.968999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515,2515,,,,,,,-9.094,-2.219,,,,,-2.156,,-8.844,-8.375,7.312,0.21899999999999997,2.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.344,,,3.125,-8.969,,,4.593999999999999,-4.438,,,,-3.812,,4.968999999999999,,,,,,,,7.093999999999999,,,,,,,,,,,
2517,2517,,,,,,,3.375,0.6559999999999999,,,,,-5.062,,-0.156,-0.031,8.812000000000001,4.062,7.843999999999999,,,,,,,5.531000000000001,,,,,,,,3.281,,,-5.25,,,6.375,-6.031000000000001,9.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.031000000000001,,,,,,,,,
2519,2519,,,,,,,5.875,6.875,,,,,-7.593999999999999,,4.093999999999999,-0.25,-6.406000000000001,-0.7809999999999999,-5.562,,,,,,,,,-3.281,1.156,,,-6.406000000000001,,,3.688,-1.219,,,,,,,,,1.719,7.593999999999999,-4.156000000000001,,,9.281,,,,-0.812,-8.937999999999999,8.062000000000001,-4.875,-6.25,-0.21899999999999997,8.812000000000001,,0.344,4.468999999999999,-5.938,,,-8.437999999999999,-5.031000000000001,7.688,3.5,1.344,-3.531,,-7.0,-7.312,-4.718999999999999,,,-8.562000000000001,,-7.188,,-4.906000000000001,,,,,,,,,,-6.625,,,,-7.875,-8.031,,
